王静宜	ཝང་ཅིང་ཡི་
潘羽琦	ཕན་ཡུས་ཆི་
黄中敏	ཧོང་ཀྲུང་མིན་
张昌洁	ཀྲང་ཁྲང་ཅེ་
王晓丹	ཝང་ཞའོ་ཏན་
陈新馨	ཁྲེན་ཞིན་ཞིན་
桂俊敏	ཀུའེ་ཅུན་མིན་
王若舟	ཝང་རུའོ་ཀྲོའུ་
韩文婷	ཧན་ཝུན་ཐིང་
张国萍	ཀྲང་ཀུའོ་ཕིང་
吴扬丹	ཝུའུ་ཡང་ཏན་
黄亿刚	ཧོང་ཡི་ཀང་
王一舒	ཝང་ཡི་ཧྲུའུ་
徐姝婕	ཞུས་ཧྲུའུ་ཅེ་
陈少丹	ཁྲེན་ཧྲའོ་ཏན་
郑林山	ཀྲེང་ལིན་ཧྲན་
孙超	སུན་ཁྲའོ་
王庆郁	ཝང་ཆིང་ཡུས་
周启伟	ཀྲོའུ་ཆི་ཝེ་
杨来利	ཡང་ལའེ་ལི་
王康浴	ཝང་ཁང་ཡུས་
李明霄	ལི་མིང་ཞའོ་
陈东京	ཁྲེན་ཏུང་ཅིང་
阙战涛	ཆུའེ་ཀྲན་ཐའོ་
王植	ཝང་ཀྲི་
孙彰伟	སུན་ཀྲང་ཝེ་
李呈专	ལི་ཁྲེང་ཀྲོན་
叶浩然	ཡེ་ཧའོ་རན་
龙泽平	ལུང་ཙེ་ཕིང་
黄俊飞	ཧོང་ཅུན་ཧྥེ་
冯启华	ཧྥེང་ཆི་ཧྭ་
杨体国	ཡང་ཐི་ཀུའོ་
张宗煌	ཀྲང་ཙུང་ཧོང་
张永勇	ཀྲང་ཡུང་ཡུང་
李家超	ལི་ཅ་ཁྲའོ་
冯昌海	ཧྥེང་ཁྲང་ཧའེ་
吴盛荣	ཝུའུ་ཧྲེང་རུང་
吴连妹	ཝུའུ་ལན་མེ་
林畅	ལིན་ཁྲང་
李琼灿	ལི་ཆུང་ཚན་
黄家琳	ཧོང་ཅ་ལིན་
陈循叶	ཁྲེན་ཞུན་ཡེ་
吴英德	ཝུའུ་ཡིང་ཏེ་
莫绪文	མོ་ཞུས་ཝུན་
崔艳梅	ཚུའེ་ཡན་མེ་
林仕桑	ལིན་ཧྲི་སང་
彭修喜	ཕེང་ཞིའུ་ཞི་
陈丽丽	ཁྲེན་ལི་ལི་
颜辉勇	ཡན་ཧུའེ་ཡུང་
王大团	ཝང་ཏ་ཐོན་
李红珠	ལི་ཧུང་ཀྲུའུ་
王定伟	ཝང་ཏིང་ཝེ་
黄祝娜	ཧོང་ཀྲུའུ་ནུའོ་
陈雅	ཁྲེན་ཡ་
周琳程	ཀྲོའུ་ལིན་ཁྲེང་
李日明	ལི་རི་མིང་
符娇俞	ཧྥུའུ་ཅའོ་ཡུས་
黄青刚	ཧོང་ཅིང་ཀང་
符俪铧	ཧྥུའུ་ལི་ཧྭ་
尹春焱	ཡིན་ཁྲུན་ཡན་
陈泽亮	ཁྲེན་ཙེ་ལང་
卓辉	ཀྲུའོ་ཧུའེ་
刘钦洲	ལིའུ་ཆིན་ཀྲོའུ་
符式昌	ཧྥུའུ་ཧྲི་ཁྲང་
陈邱木	ཁྲེན་ཆིའུ་མུའུ་
梁蓝婷	ལང་ལན་ཐིང་
朱思	ཀྲུའུ་སི་
符云盛	ཧྥུའུ་ཡུན་ཧྲེང་
李书能	ལི་ཧྲུའུ་ནེང་
邢政鸿	ཞིང་ཀྲེང་ཧུང་
吴龙玉	ཝུའུ་ལུང་ཡུས་
周新	ཀྲོའུ་ཞིན་
陈薇薇	ཁྲེན་ཝེ་ཝེ་
连红	ལན་ཧུང་
符海梅	ཧྥུའུ་ཧའེ་མེ་
王晶晶	ཝང་ཅིང་ཅིང་
谢玉茵	ཞེ་ཡུས་ཡིན་
吴淑宇	ཝུའུ་ཧྲུའུ་ཡུས་
许坤	ཞུས་ཁུན་
文可	ཝུན་ཁེ་
李辉武	ལི་ཧུའེ་ཝུའུ་
黄培亮	ཧོང་ཕེ་ལང་
刘晓霞	ལིའུ་ཞའོ་ཞ་
陈水洁	ཁྲེན་ཧྲུའེ་ཅེ་
吴伯宁	ཝུའུ་པོ་ནིང་
周洋洋	ཀྲོའུ་ཡང་ཡང་
陈劲州	ཁྲེན་ཅིན་ཀྲོའུ་
李俊霆	ལི་ཅུན་ཐིང་
邓艳玲	ཏེང་ཡན་ལིང་
吴雨兴	ཝུའུ་ཡུས་ཞིང་
戴俄越	ཏའེ་ཨེ་ཡུའེ་
尹大活	ཡིན་ཏ་ཧུའོ་
陈兴湖	ཁྲེན་ཞིང་ཧུའུ་
廖佳音	ལའོ་ཅ་ཡིན་
冯诗平	ཧྥེང་ཧྲི་ཕིང་
李莹颖	ལི་ཡིང་ཡིང་
邓峻智	ཏེང་ཅུན་ཀྲི་
孙钦	སུན་ཆིན་
卓上宝	ཀྲུའོ་ཧྲང་པའོ་
刘晓颂	ལིའུ་ཞའོ་སུང་
杨业贵	ཡང་ཡེ་ཀུའེ་
黄圣超	ཧོང་ཧྲེང་ཁྲའོ་
魏晓婷	ཝེ་ཞའོ་ཐིང་
温溶精	ཝུན་རུང་ཅིང་
符佳	ཧྥུའུ་ཅ་
罗璇晖	ལུའོ་ཞོན་ཧུའེ་
杨克景	ཡང་ཁེ་ཅིང་
吴江正	ཝུའུ་ཅང་ཀྲེང་
陈奕鹏	ཁྲེན་ཡི་ཕེང་
吴琼玮	ཝུའུ་ཆུང་ཝེ་
陈文周	ཁྲེན་ཝུན་ཀྲོའུ་
胡翠雯	ཧུའུ་ཚུའེ་ཝུན་
王赛花	ཝང་སའེ་ཧྭ་
钟昕	ཀྲུང་ཞིན་
毛燕虹	མའོ་ཡན་ཧུང་
廖静	ལའོ་ཅིང་
刘益娜	ལིའུ་ཡི་ནུའོ་
郑桂星	ཀྲེང་ཀུའེ་ཞིང་
冯慎进	ཧྥེང་ཧྲེན་ཅིན་
颜春	ཡན་ཁྲུན་
邹众威	ཙོའུ་ཀྲུང་ཝེ་
黄学奋	ཧོང་ཞུའེ་ཧྥེན་
林丽萍	ལིན་ལི་ཕིང་
符娜	ཧྥུའུ་ནུའོ་
吴明璐	ཝུའུ་མིང་ལུའུ་
林先绿	ལིན་ཞན་ལུས་
许乃月	ཞུས་ནའེ་ཡུའེ་
林嘉敏	ལིན་ཅ་མིན་
黄金年华	ཧོང་ཅིན་ནན་ཧྭ་
许柏瑞	ཞུས་པའེ་རུའེ་
崔敏	ཚུའེ་མིན་
李帮誌	ལི་པང་誌་
黄志刚	ཧོང་ཀྲི་ཀང་
宁海荣	ནིང་ཧའེ་རུང་
文斌才	ཝུན་པིན་ཚའེ་
陈元熙	ཁྲེན་ཡོན་ཞི་
黄小芳	ཧོང་ཞའོ་ཧྥང་
王筱圆	ཝང་ཞའོ་ཡོན་
王亚陈	ཝང་ཡ་ཁྲེན་
吕壮	ལུས་ཀྲོང་
王方富	ཝང་ཧྥང་ཧྥུའུ་
吴淑辉	ཝུའུ་ཧྲུའུ་ཧུའེ་
王鹏赟	ཝང་ཕེང་ཡུན་
冯李安	ཧྥེང་ལི་ཨན་
李过江	ལི་ཀུའོ་ཅང་
王潞	ཝང་ལུའུ་
甘宇	ཀན་ཡུས་
董旭	ཏུང་ཞུས་
吴红承	ཝུའུ་ཧུང་ཁྲེང་
楼祺琳	ལོའུ་ཆི་ལིན་
王婷花	ཝང་ཐིང་ཧྭ་
林卉	ལིན་ཧུའེ་
符达佳	ཧྥུའུ་ཏ་ཅ་
吴昱	ཝུའུ་ཡུས་
陈宸	ཁྲེན་ཁྲེན་
卢俊龙	ལུའུ་ཅུན་ལུང་
罗家佳	ལུའོ་ཅ་ཅ་
陈子翔	ཁྲེན་ཙི་ཞང་
米川	མི་ཁྲོན་
傅艳彦	ཧྥུའུ་ཡན་ཡན་
王巧	ཝང་ཆའོ་
高健婷	ཀའོ་ཅན་ཐིང་
王丁祯	ཝང་ཏིང་ཀྲེན་
梁朝芳	ལང་ཁྲའོ་ཧྥང་
唐宝俊	ཐང་པའོ་ཅུན་
陈喜民	ཁྲེན་ཞི་མིན་
冼盖汕	ཞན་ཀེ་ཧྲན་
谢德武	ཞེ་ཏེ་ཝུའུ་
文华一	ཝུན་ཧྭ་ཡི་
黄正	ཧོང་ཀྲེང་
安延	ཨན་ཡན་
吴健祯	ཝུའུ་ཅན་ཀྲེན་
潘国大	ཕན་ཀུའོ་ཏ་
蔡笃强	ཚའེ་ཏུའུ་ཆང་
郑侬	ཀྲེང་ནུང་
庞海洲	ཕང་ཧའེ་ཀྲོའུ་
叶明	ཡེ་མིང་
张联威	ཀྲང་ལན་ཝེ་
李扬燕	ལི་ཡང་ཡན་
陈习政	ཁྲེན་ཞི་ཀྲེང་
叶伟通	ཡེ་ཝེ་ཐུང་
陈博妮	ཁྲེན་པོ་ནི་
李华毅	ལི་ཧྭ་ཡི་
王月	ཝང་ཡུའེ་
王一斐	ཝང་ཡི་ཧྥེ་
黄田威	ཧོང་ཐན་ཝེ་
陈希亮	ཁྲེན་ཞི་ལང་
符永健	ཧྥུའུ་ཡུང་ཅན་
刘发云	ལིའུ་ཧྥ་ཡུན་
吴岳梁	ཝུའུ་ཡུའེ་ལང་
黄茂杨	ཧོང་མའོ་ཡང་
卢家强	ལུའུ་ཅ་ཆང་
朱润超	ཀྲུའུ་རུན་ཁྲའོ་
刘冬冬	ལིའུ་ཏུང་ཏུང་
冯霜	ཧྥེང་ཧྲོང་
彭政	ཕེང་ཀྲེང་
陈希琼	ཁྲེན་ཞི་ཆུང་
罗星城	ལུའོ་ཞིང་ཁྲེང་
徐衡	ཞུས་ཧེང་
罗晨	ལུའོ་ཁྲེན་
陈春莉	ཁྲེན་ཁྲུན་ལི་
姜锦	ཅང་ཅིན་
魏朝海	ཝེ་ཁྲའོ་ཧའེ་
符珠琳	ཧྥུའུ་ཀྲུའུ་ལིན་
覃玉婷	ཆིན་ཡུས་ཐིང་
陈奕任	ཁྲེན་ཡི་རེན་
林学壮	ལིན་ཞུའེ་ཀྲོང་
戴浩杰	ཏའེ་ཧའོ་ཅེ་
吴祥滤	ཝུའུ་ཞང་ལུས་
刘功南	ལིའུ་ཀུང་ནན་
蔡镇凡	ཚའེ་ཀྲེན་ཧྥན་
詹道文	ཀྲན་ཏའོ་ཝུན་
陈君锐	ཁྲེན་ཅུན་རུའེ་
高土玲	ཀའོ་ཐུའུ་ལིང་
许燕	ཞུས་ཡན་
何声敏	ཧེ་ཧྲེང་མིན་
李东婷	ལི་ཏུང་ཐིང་
陈元山	ཁྲེན་ཡོན་ཧྲན་
蔡小妙	ཚའེ་ཞའོ་མའོ་
罗海群	ལུའོ་ཧའེ་ཆུན་
邢增婵	ཞིང་ཚེང་ཁྲན་
李南冲	ལི་ནན་ཁྲུང་
吴钟政	ཝུའུ་ཀྲུང་ཀྲེང་
朱厚宏	ཀྲུའུ་ཧོའུ་ཧུང་
刘世伟	ལིའུ་ཧྲི་ཝེ་
吴忠学	ཝུའུ་ཀྲུང་ཞུའེ་
张史亮	ཀྲང་ཧྲི་ལང་
施良山	ཧྲི་ལང་ཧྲན་
王虹	ཝང་ཧུང་
吴海丽	ཝུའུ་ཧའེ་ལི་
林小羽	ལིན་ཞའོ་ཡུས་
吴清雯	ཝུའུ་ཆིང་ཝུན་
黎造邦	ལི་ཙའོ་པང་
黄华武	ཧོང་ཧྭ་ཝུའུ་
胡俏河	ཧུའུ་ཆའོ་ཧེ་
王霄	ཝང་ཞའོ་
吉才倩	ཅི་ཚའེ་ཆན་
王元莉	ཝང་ཡོན་ལི་
苏蕾	སུའུ་ལེ་
刘福丰	ལིའུ་ཧྥུའུ་ཧྥེང་
王杰亲	ཝང་ཅེ་ཆིན་
郑夏冰	ཀྲེང་ཞ་པིང་
李晓静	ལི་ཞའོ་ཅིང་
陈元阔	ཁྲེན་ཡོན་ཁུའོ་
钟健	ཀྲུང་ཅན་
李雪晶	ལི་ཞུའེ་ཅིང་
王茜茜	ཝང་ཞི་ཞི་
严斯	ཡན་སི་
武琳	ཝུའུ་ལིན་
吴雪梨	ཝུའུ་ཞུའེ་ལི་
张铭	ཀྲང་མིང་
陈定开	ཁྲེན་ཏིང་ཁའེ་
欧哲兴	ཨོའུ་ཀྲེ་ཞིང་
温文绪	ཝུན་ཝུན་ཞུས་
卓青青	ཀྲུའོ་ཅིང་ཅིང་
吴丹凡	ཝུའུ་ཏན་ཧྥན་
黄政	ཧོང་ཀྲེང་
韩宏定	ཧན་ཧུང་ཏིང་
王昱	ཝང་ཡུས་
裴蕾	ཕེ་ལེ་
符传德	ཧྥུའུ་ཁྲོན་ཏེ་
肖锐	ཞའོ་རུའེ་
周佳佳	ཀྲོའུ་ཅ་ཅ་
李延东	ལི་ཡན་ཏུང་
王海军	ཝང་ཧའེ་ཅུན་
蒙玮迪	མེང་ཝེ་ཏི་
林光威	ལིན་ཀོང་ཝེ་
郑仕镫	ཀྲེང་ཧྲི་ཏེང་
何怡	ཧེ་ཡི་
李运强	ལི་ཡུན་ཆང་
赵小满	ཀྲའོ་ཞའོ་མན་
钟锦	ཀྲུང་ཅིན་
曾茂苗	ཙེང་མའོ་མའོ་
符瑞合	ཧྥུའུ་རུའེ་ཧེ་
张群彩	ཀྲང་ཆུན་ཚའེ་
黄宜锋	ཧོང་ཡི་ཧྥེང་
吴金才	ཝུའུ་ཅིན་ཚའེ་
刘名俊	ལིའུ་མིང་ཅུན་
陈婧婧	ཁྲེན་ཅིང་ཅིང་
崔瑶	ཚུའེ་ཡའོ་
王兴川	ཝང་ཞིང་ཁྲོན་
王松姑	ཝང་སུང་ཀུའུ་
郑庭	ཀྲེང་ཐིང་
傅乙柳	ཧྥུའུ་ཡི་ལིའུ་
陈佳玲	ཁྲེན་ཅ་ལིང་
吴心宇	ཝུའུ་ཞིན་ཡུས་
黄世利	ཧོང་ཧྲི་ལི་
邓方莹	ཏེང་ཧྥང་ཡིང་
林少华	ལིན་ཧྲའོ་ཧྭ་
赵泽灿	ཀྲའོ་ཙེ་ཚན་
赖成龙	ལའེ་ཁྲེང་ལུང་
黄垂婷	ཧོང་ཁྲུའེ་ཐིང་
梁轶斌	ལང་ཡི་པིན་
水淼	ཧྲུའེ་མའོ་
戴沁池	ཏའེ་ཆིན་ཁྲི་
石晶辉	ཧྲི་ཅིང་ཧུའེ་
符德关	ཧྥུའུ་ཏེ་ཀོན་
范佳刚	ཧྥན་ཅ་ཀང་
许全凯	ཞུས་ཆོན་ཁའེ་
黎育	ལི་ཡུས་
张道明	ཀྲང་ཏའོ་མིང་
周裕超	ཀྲོའུ་ཡུས་ཁྲའོ་
郑宝高	ཀྲེང་པའོ་ཀའོ་
姚鑫	ཡའོ་ཞིན་
吴挺鹏	ཝུའུ་ཐིང་ཕེང་
郭雯	ཀུའོ་ཝུན་
王桂萍	ཝང་ཀུའེ་ཕིང་
王颖玲	ཝང་ཡིང་ལིང་
姚洁	ཡའོ་ཅེ་
陈紫琪	ཁྲེན་ཙི་ཆི་
许锦丽	ཞུས་ཅིན་ལི་
吴景仁	ཝུའུ་ཅིང་རེན་
陈仁女	ཁྲེན་རེན་ནུས་
王广斓	ཝང་ཀོང་ལན་
白浩然	པའེ་ཧའོ་རན་
王育聪	ཝང་ཡུས་ཚུང་
吕杜希	ལུས་ཏུའུ་ཞི་
黄志明	ཧོང་ཀྲི་མིང་
任元龙	རེན་ཡོན་ལུང་
赵嘉琦	ཀྲའོ་ཅ་ཆི་
徐境阳	ཞུས་ཅིང་ཡང་
刘莉莉	ལིའུ་ལི་ལི་
周帆舜	ཀྲོའུ་ཧྥན་ཧྲུན་
孟欣	མེང་ཞིན་
江佳琳	ཅང་ཅ་ལིན་
阮望	རོན་ཝང་
林贞	ལིན་ཀྲེན་
王源	ཝང་ཡོན་
王伟成	ཝང་ཝེ་ཁྲེང་
黎立齐	ལི་ལི་ཆི་
王珏毅	ཝང་ཅུའེ་ཡི་
李昌勇	ལི་ཁྲང་ཡུང་
徐文宁	ཞུས་ཝུན་ནིང་
刘宝声	ལིའུ་པའོ་ཧྲེང་
肖山羽	ཞའོ་ཧྲན་ཡུས་
梁婵	ལང་ཁྲན་
刘李彬	ལིའུ་ལི་པིན་
张浩	ཀྲང་ཧའོ་
黄思华	ཧོང་སི་ཧྭ་
翁植辉	ཝེང་ཀྲི་ཧུའེ་
吴元伟	ཝུའུ་ཡོན་ཝེ་
付黎	ཧྥུའུ་ལི་
叶世壮	ཡེ་ཧྲི་ཀྲོང་
翁海生	ཝེང་ཧའེ་ཧྲེང་
陈杰琳	ཁྲེན་ཅེ་ལིན་
陈书靓	ཁྲེན་ཧྲུའུ་ཅིང་
刘振华	ལིའུ་ཀྲེན་ཧྭ་
梁小龙	ལང་ཞའོ་ལུང་
贾蓝云	ཅ་ལན་ཡུན་
蔡吉婷	ཚའེ་ཅི་ཐིང་
蔡颖	ཚའེ་ཡིང་
苏晓湄	སུའུ་ཞའོ་མེ་
林莹	ལིན་ཡིང་
何可人	ཧེ་ཁེ་རེན་
黄影枫	ཧོང་ཡིང་ཧྥེང་
陈世汉	ཁྲེན་ཧྲི་ཧན་
文晓	ཝུན་ཞའོ་
陈月玲	ཁྲེན་ཡུའེ་ལིང་
黄雪林	ཧོང་ཞུའེ་ལིན་
苏丽	སུའུ་ལི་
彭学瞬	ཕེང་ཞུའེ་ཧྲུན་
陈延正	ཁྲེན་ཡན་ཀྲེང་
曾灵	ཙེང་ལིང་
吴聪华	ཝུའུ་ཚུང་ཧྭ་
钟钰	ཀྲུང་ཡུས་
陈垂亮	ཁྲེན་ཁྲུའེ་ལང་
周婉婷	ཀྲོའུ་ཝན་ཐིང་
陈清达	ཁྲེན་ཆིང་ཏ་
符锴	ཧྥུའུ་ཁའེ་
钟赞宁	ཀྲུང་ཙན་ནིང་
吴瑶换	ཝུའུ་ཡའོ་ཧོན་
尹锦	ཡིན་ཅིན་
曾鹏	ཙེང་ཕེང་
柳鹏	ལིའུ་ཕེང་
陈昌龙	ཁྲེན་ཁྲང་ལུང་
梁有	ལང་ཡོའུ་
张熙胜	ཀྲང་ཞི་ཧྲེང་
李为天	ལི་ཝེ་ཐན་
文婧	ཝུན་ཅིང་
梁小二	ལང་ཞའོ་ཨར་
林亮	ལིན་ལང་
邢增宝	ཞིང་ཚེང་པའོ་
翁书广	ཝེང་ཧྲུའུ་ཀོང་
陈亮帆	ཁྲེན་ལང་ཧྥན་
周祥禄	ཀྲོའུ་ཞང་ལུའུ་
朱治暖	ཀྲུའུ་ཀྲི་ནོན་
蔡亲勇	ཚའེ་ཆིན་ཡུང་
陈世迩	ཁྲེན་ཧྲི་ཨར་
吴名帆	ཝུའུ་མིང་ཧྥན་
孟思帆	མེང་སི་ཧྥན་
杨祥华	ཡང་ཞང་ཧྭ་
曾良嘉	ཙེང་ལང་ཅ་
蔡亲平	ཚའེ་ཆིན་ཕིང་
陈政	ཁྲེན་ཀྲེང་
李慧	ལི་ཧུའེ་
吴仰昂	ཝུའུ་ཡང་ཨང་
韩寿畴	ཧན་ཧྲོའུ་ཁྲོའུ་
林腾	ལིན་ཐེང་
钟定威	ཀྲུང་ཏིང་ཝེ་
符之俊	ཧྥུའུ་ཀྲི་ཅུན་
关竹	ཀོན་ཀྲུའུ་
林宇敏	ལིན་ཡུས་མིན་
李庆敏	ལི་ཆིང་མིན་
吴英林	ཝུའུ་ཡིང་ལིན་
江佳豪	ཅང་ཅ་ཧའོ་
陈彦宏	ཁྲེན་ཡན་ཧུང་
何宗	ཧེ་ཙུང་
裴婷	ཕེ་ཐིང་
徐一弘	ཞུས་ཡི་ཧུང་
黄丽羽	ཧོང་ལི་ཡུས་
芦颂维	ལུའུ་སུང་ཝེ་
孙志刚	སུན་ཀྲི་ཀང་
亚赛琰	ཡ་སའེ་ཡན་
陈柏铭	ཁྲེན་པའེ་མིང་
戴小强	ཏའེ་ཞའོ་ཆང་
叶辉	ཡེ་ཧུའེ་
段夫喜	ཏོན་ཧྥུའུ་ཞི་
侯金波	ཧོའུ་ཅིན་པོ་
胡泽东	ཧུའུ་ཙེ་ཏུང་
黄恩惠	ཧོང་ཨེན་ཧུའེ་
黄源	ཧོང་ཡོན་
姜志平	ཅང་ཀྲི་ཕིང་
孔磊	ཁུང་ལེ་
梁明贵	ལང་མིང་ཀུའེ་
刘佑平	ལིའུ་ཡོའུ་ཕིང་
吕晓敏	ལུས་ཞའོ་མིན་
曲书生	ཆུས་ཧྲུའུ་ཧྲེང་
田太周	ཐན་ཐའེ་ཀྲོའུ་
万金亮	ཝན་ཅིན་ལང་
王方立	ཝང་ཧྥང་ལི་
许开云	ཞུས་ཁའེ་ཡུན་
张周全	ཀྲང་ཀྲོའུ་ཆོན་
高海彬	ཀའོ་ཧའེ་པིན་
柯诗进	ཁེ་ཧྲི་ཅིན་
刘小龙	ལིའུ་ཞའོ་ལུང་
马永岗	མ་ཡུང་ཀང་
程其俊	ཁྲེང་ཆི་ཅུན་
吴善灿	ཝུའུ་ཧྲན་ཚན་
吴自恩	ཝུའུ་ཙི་ཨེན་
邹金敏	ཙོའུ་ཅིན་མིན་
裘学明	ཆིའུ་ཞུའེ་མིང་
卢士辉	ལུའུ་ཧྲི་ཧུའེ་
邵伟胜	ཧྲའོ་ཝེ་ཧྲེང་
